YEAR FORECAST MADE,YEAR BEING FORECAST,FORECASTER_CONF,INDICATOR,actual,pred_average,pred_var,banana,beef,bread,chicken,eggs,electricity,flour,iceCream,unleadedGasoline
2017,2020,0.3082750582750584,RealGDP,-3.40459,2.05,0.5475,0.5723333333333332,3.568,1.346,1.4509999999999998,1.489,0.1343333333333333,0.529,4.818333333333334,2.3243333333333336
2017,2020,0.3849514563106793,RealGDP,-3.40459,1.0,1.25,0.5723333333333332,3.568,1.346,1.4509999999999998,1.489,0.1343333333333333,0.529,4.818333333333334,2.3243333333333336
2017,2020,0.2761052631578947,RealGDP,-3.40459,1.55,1.4475,0.5723333333333332,3.568,1.346,1.4509999999999998,1.489,0.1343333333333333,0.529,4.818333333333334,2.3243333333333336
2017,2020,0.3344463087248323,RealGDP,-3.40459,2.3,0.86,0.5723333333333332,3.568,1.346,1.4509999999999998,1.489,0.1343333333333333,0.529,4.818333333333334,2.3243333333333336
2017,2020,0.1737346853932584,RealGDP,-3.40459,2.5634,5.89038,0.5723333333333332,3.568,1.346,1.4509999999999998,1.489,0.1343333333333333,0.529,4.818333333333334,2.3243333333333336
2017,2020,0.374479905437352,RealGDP,-3.40459,1.5,1.0,0.5723333333333332,3.568,1.346,1.4509999999999998,1.489,0.1343333333333333,0.529,4.818333333333334,2.3243333333333336
2017,2020,0.3950450450450448,RealGDP,-3.40459,,,0.5723333333333332,3.568,1.346,1.4509999999999998,1.489,0.1343333333333333,0.529,4.818333333333334,2.3243333333333336
2017,2020,0.3437873134328353,RealGDP,-3.40459,2.45,0.3475,0.5723333333333332,3.568,1.346,1.4509999999999998,1.489,0.1343333333333333,0.529,4.818333333333334,2.3243333333333336
2017,2020,0.3030285714285709,RealGDP,-3.40459,,,0.5723333333333332,3.568,1.346,1.4509999999999998,1.489,0.1343333333333333,0.529,4.818333333333334,2.3243333333333336
2017,2020,0.3330114942528737,RealGDP,-3.40459,,,0.5723333333333332,3.568,1.346,1.4509999999999998,1.489,0.1343333333333333,0.529,4.818333333333334,2.3243333333333336
2017,2020,0.361911196911197,RealGDP,-3.40459,3.05,1.4475,0.5723333333333332,3.568,1.346,1.4509999999999998,1.489,0.1343333333333333,0.529,4.818333333333334,2.3243333333333336
2017,2020,0.436821345707657,RealGDP,-3.40459,,,0.5723333333333332,3.568,1.346,1.4509999999999998,1.489,0.1343333333333333,0.529,4.818333333333334,2.3243333333333336
2017,2020,0.2943771289537712,RealGDP,-3.40459,,,0.5723333333333332,3.568,1.346,1.4509999999999998,1.489,0.1343333333333333,0.529,4.818333333333334,2.3243333333333336
2017,2020,0.3351240458015263,RealGDP,-3.40459,2.2,0.41,0.5723333333333332,3.568,1.346,1.4509999999999998,1.489,0.1343333333333333,0.529,4.818333333333334,2.3243333333333336
2017,2020,0.3188259668508286,RealGDP,-3.40459,,,0.5723333333333332,3.568,1.346,1.4509999999999998,1.489,0.1343333333333333,0.529,4.818333333333334,2.3243333333333336
2017,2020,0.3341147613636364,RealGDP,-3.40459,2.55,2.0475,0.5723333333333332,3.568,1.346,1.4509999999999998,1.489,0.1343333333333333,0.529,4.818333333333334,2.3243333333333336
2017,2020,0.2588257575757575,RealGDP,-3.40459,1.9,1.14,0.5723333333333332,3.568,1.346,1.4509999999999998,1.489,0.1343333333333333,0.529,4.818333333333334,2.3243333333333336
2017,2020,0.2815784017278614,RealGDP,-3.40459,2.788,2.993056,0.5723333333333332,3.568,1.346,1.4509999999999998,1.489,0.1343333333333333,0.529,4.818333333333334,2.3243333333333336
2017,2020,0.2769704433497535,RealGDP,-3.40459,1.45,2.4475,0.5723333333333332,3.568,1.346,1.4509999999999998,1.489,0.1343333333333333,0.529,4.818333333333334,2.3243333333333336
2017,2020,0.3,RealGDP,-3.40459,,,0.5723333333333332,3.568,1.346,1.4509999999999998,1.489,0.1343333333333333,0.529,4.818333333333334,2.3243333333333336
2017,2020,0.2745200369318181,RealGDP,-3.40459,1.63,2.6531,0.5723333333333332,3.568,1.346,1.4509999999999998,1.489,0.1343333333333333,0.529,4.818333333333334,2.3243333333333336
2017,2020,0.3201466275659826,RealGDP,-3.40459,1.78,5.2616,0.5723333333333332,3.568,1.346,1.4509999999999998,1.489,0.1343333333333333,0.529,4.818333333333334,2.3243333333333336
2017,2020,0.2734027777777779,RealGDP,-3.40459,,,0.5723333333333332,3.568,1.346,1.4509999999999998,1.489,0.1343333333333333,0.529,4.818333333333334,2.3243333333333336
2017,2020,0.3241727272727273,RealGDP,-3.40459,,,0.5723333333333332,3.568,1.346,1.4509999999999998,1.489,0.1343333333333333,0.529,4.818333333333334,2.3243333333333336
2017,2020,0.2882793296089385,RealGDP,-3.40459,,,0.5723333333333332,3.568,1.346,1.4509999999999998,1.489,0.1343333333333333,0.529,4.818333333333334,2.3243333333333336
2017,2020,0.4373390557939912,RealGDP,-3.40459,,,0.5723333333333332,3.568,1.346,1.4509999999999998,1.489,0.1343333333333333,0.529,4.818333333333334,2.3243333333333336
2017,2020,0.3525462962962959,RealGDP,-3.40459,,,0.5723333333333332,3.568,1.346,1.4509999999999998,1.489,0.1343333333333333,0.529,4.818333333333334,2.3243333333333336
2017,2020,0.5684615384615386,RealGDP,-3.40459,,,0.5723333333333332,3.568,1.346,1.4509999999999998,1.489,0.1343333333333333,0.529,4.818333333333334,2.3243333333333336
2017,2020,0.2525719424460433,Unemployment,8.108333,,,0.5723333333333332,3.568,1.346,1.4509999999999998,1.489,0.1343333333333333,0.529,4.818333333333334,2.3243333333333336
2017,2020,0.2885822147651005,Unemployment,8.108333,5.725,0.480625,0.5723333333333332,3.568,1.346,1.4509999999999998,1.489,0.1343333333333333,0.529,4.818333333333334,2.3243333333333336
2017,2020,0.2572015915119365,Unemployment,8.108333,,,0.5723333333333332,3.568,1.346,1.4509999999999998,1.489,0.1343333333333333,0.529,4.818333333333334,2.3243333333333336
2017,2020,0.3181024096385542,Unemployment,8.108333,,,0.5723333333333332,3.568,1.346,1.4509999999999998,1.489,0.1343333333333333,0.529,4.818333333333334,2.3243333333333336
2017,2020,0.2597923875432527,Unemployment,8.108333,4.9875,0.3967188,0.5723333333333332,3.568,1.346,1.4509999999999998,1.489,0.1343333333333333,0.529,4.818333333333334,2.3243333333333336
2017,2020,0.0,Unemployment,8.108333,,,0.5723333333333332,3.568,1.346,1.4509999999999998,1.489,0.1343333333333333,0.529,4.818333333333334,2.3243333333333336
2017,2020,0.3354056437389771,Unemployment,8.108333,4.64,0.15165,0.5723333333333332,3.568,1.346,1.4509999999999998,1.489,0.1343333333333333,0.529,4.818333333333334,2.3243333333333336
2017,2020,0.2792508771929828,Unemployment,8.108333,4.9625,0.3267188,0.5723333333333332,3.568,1.346,1.4509999999999998,1.489,0.1343333333333333,0.529,4.818333333333334,2.3243333333333336
2017,2020,0.3007236842105265,Unemployment,8.108333,,,0.5723333333333332,3.568,1.346,1.4509999999999998,1.489,0.1343333333333333,0.529,4.818333333333334,2.3243333333333336
2017,2020,0.3061271676300577,Unemployment,8.108333,5.0125,0.6167187,0.5723333333333332,3.568,1.346,1.4509999999999998,1.489,0.1343333333333333,0.529,4.818333333333334,2.3243333333333336
2017,2020,0.4100543478260871,Unemployment,8.108333,,,0.5723333333333332,3.568,1.346,1.4509999999999998,1.489,0.1343333333333333,0.529,4.818333333333334,2.3243333333333336
2017,2020,0.2569554924242421,Unemployment,8.108333,,,0.5723333333333332,3.568,1.346,1.4509999999999998,1.489,0.1343333333333333,0.529,4.818333333333334,2.3243333333333336
2017,2020,0.2561120000000005,Unemployment,8.108333,4.61,0.3104,0.5723333333333332,3.568,1.346,1.4509999999999998,1.489,0.1343333333333333,0.529,4.818333333333334,2.3243333333333336
2017,2020,0.3518173652694606,Unemployment,8.108333,4.9675,0.9170687,0.5723333333333332,3.568,1.346,1.4509999999999998,1.489,0.1343333333333333,0.529,4.818333333333334,2.3243333333333336
2017,2020,0.3082750582750584,Unemployment,8.108333,5.0,0.1875,0.5723333333333332,3.568,1.346,1.4509999999999998,1.489,0.1343333333333333,0.529,4.818333333333334,2.3243333333333336
2017,2020,0.3849514563106793,Unemployment,8.108333,3.6,0.09,0.5723333333333332,3.568,1.346,1.4509999999999998,1.489,0.1343333333333333,0.529,4.818333333333334,2.3243333333333336
2017,2020,0.2761052631578947,Unemployment,8.108333,4.8125,0.2554688,0.5723333333333332,3.568,1.346,1.4509999999999998,1.489,0.1343333333333333,0.529,4.818333333333334,2.3243333333333336
2017,2020,0.3344463087248323,Unemployment,8.108333,5.5625,0.1804688,0.5723333333333332,3.568,1.346,1.4509999999999998,1.489,0.1343333333333333,0.529,4.818333333333334,2.3243333333333336
2017,2020,0.1737346853932584,Unemployment,8.108333,5.44215,1.996391,0.5723333333333332,3.568,1.346,1.4509999999999998,1.489,0.1343333333333333,0.529,4.818333333333334,2.3243333333333336
2017,2020,0.374479905437352,Unemployment,8.108333,5.2,0.16,0.5723333333333332,3.568,1.346,1.4509999999999998,1.489,0.1343333333333333,0.529,4.818333333333334,2.3243333333333336
2017,2020,0.3950450450450448,Unemployment,8.108333,,,0.5723333333333332,3.568,1.346,1.4509999999999998,1.489,0.1343333333333333,0.529,4.818333333333334,2.3243333333333336
2017,2020,0.3437873134328353,Unemployment,8.108333,4.41,0.2394,0.5723333333333332,3.568,1.346,1.4509999999999998,1.489,0.1343333333333333,0.529,4.818333333333334,2.3243333333333336
2017,2020,0.3030285714285709,Unemployment,8.108333,,,0.5723333333333332,3.568,1.346,1.4509999999999998,1.489,0.1343333333333333,0.529,4.818333333333334,2.3243333333333336
2017,2020,0.3330114942528737,Unemployment,8.108333,,,0.5723333333333332,3.568,1.346,1.4509999999999998,1.489,0.1343333333333333,0.529,4.818333333333334,2.3243333333333336
2017,2020,0.361911196911197,Unemployment,8.108333,4.5,0.2625,0.5723333333333332,3.568,1.346,1.4509999999999998,1.489,0.1343333333333333,0.529,4.818333333333334,2.3243333333333336
2017,2020,0.436821345707657,Unemployment,8.108333,,,0.5723333333333332,3.568,1.346,1.4509999999999998,1.489,0.1343333333333333,0.529,4.818333333333334,2.3243333333333336
2017,2020,0.2943771289537712,Unemployment,8.108333,,,0.5723333333333332,3.568,1.346,1.4509999999999998,1.489,0.1343333333333333,0.529,4.818333333333334,2.3243333333333336
2017,2020,0.3351240458015263,Unemployment,8.108333,5.2,0.16,0.5723333333333332,3.568,1.346,1.4509999999999998,1.489,0.1343333333333333,0.529,4.818333333333334,2.3243333333333336
2017,2020,0.3188259668508286,Unemployment,8.108333,5.3625,0.9498437,0.5723333333333332,3.568,1.346,1.4509999999999998,1.489,0.1343333333333333,0.529,4.818333333333334,2.3243333333333336
2017,2020,0.3341147613636364,Unemployment,8.108333,4.725,0.443125,0.5723333333333332,3.568,1.346,1.4509999999999998,1.489,0.1343333333333333,0.529,4.818333333333334,2.3243333333333336
2017,2020,0.2588257575757575,Unemployment,8.108333,,,0.5723333333333332,3.568,1.346,1.4509999999999998,1.489,0.1343333333333333,0.529,4.818333333333334,2.3243333333333336
2017,2020,0.2815784017278614,Unemployment,8.108333,6.4722,1.050427,0.5723333333333332,3.568,1.346,1.4509999999999998,1.489,0.1343333333333333,0.529,4.818333333333334,2.3243333333333336
2017,2020,0.2769704433497535,Unemployment,8.108333,5.15,0.75875,0.5723333333333332,3.568,1.346,1.4509999999999998,1.489,0.1343333333333333,0.529,4.818333333333334,2.3243333333333336
2017,2020,0.3,Unemployment,8.108333,,,0.5723333333333332,3.568,1.346,1.4509999999999998,1.489,0.1343333333333333,0.529,4.818333333333334,2.3243333333333336
2017,2020,0.2745200369318181,Unemployment,8.108333,4.805,0.863225,0.5723333333333332,3.568,1.346,1.4509999999999998,1.489,0.1343333333333333,0.529,4.818333333333334,2.3243333333333336
2017,2020,0.3201466275659826,Unemployment,8.108333,5.135,0.650525,0.5723333333333332,3.568,1.346,1.4509999999999998,1.489,0.1343333333333333,0.529,4.818333333333334,2.3243333333333336
2017,2020,0.2734027777777779,Unemployment,8.108333,,,0.5723333333333332,3.568,1.346,1.4509999999999998,1.489,0.1343333333333333,0.529,4.818333333333334,2.3243333333333336
2017,2020,0.3241727272727273,Unemployment,8.108333,4.8,0.49125,0.5723333333333332,3.568,1.346,1.4509999999999998,1.489,0.1343333333333333,0.529,4.818333333333334,2.3243333333333336
2017,2020,0.2882793296089385,Unemployment,8.108333,,,0.5723333333333332,3.568,1.346,1.4509999999999998,1.489,0.1343333333333333,0.529,4.818333333333334,2.3243333333333336
2017,2020,0.4373390557939912,Unemployment,8.108333,,,0.5723333333333332,3.568,1.346,1.4509999999999998,1.489,0.1343333333333333,0.529,4.818333333333334,2.3243333333333336
2017,2020,0.3525462962962959,Unemployment,8.108333,,,0.5723333333333332,3.568,1.346,1.4509999999999998,1.489,0.1343333333333333,0.529,4.818333333333334,2.3243333333333336
2017,2020,0.5684615384615386,Unemployment,8.108333,,,0.5723333333333332,3.568,1.346,1.4509999999999998,1.489,0.1343333333333333,0.529,4.818333333333334,2.3243333333333336
2017,2020,0.2525719424460433,RealGDP,-3.40459,,,0.569,3.595,1.33,1.4800000000000002,1.385,0.138,0.5133333333333333,4.639666666666666,2.380333333333333
2017,2020,0.2885822147651005,RealGDP,-3.40459,1.95,1.9475,0.569,3.595,1.33,1.4800000000000002,1.385,0.138,0.5133333333333333,4.639666666666666,2.380333333333333
2017,2020,0.2572015915119365,RealGDP,-3.40459,,,0.569,3.595,1.33,1.4800000000000002,1.385,0.138,0.5133333333333333,4.639666666666666,2.380333333333333
2017,2020,0.3181024096385542,RealGDP,-3.40459,,,0.569,3.595,1.33,1.4800000000000002,1.385,0.138,0.5133333333333333,4.639666666666666,2.380333333333333
2017,2020,0.2597923875432527,RealGDP,-3.40459,2.35,2.0275,0.569,3.595,1.33,1.4800000000000002,1.385,0.138,0.5133333333333333,4.639666666666666,2.380333333333333
2017,2020,0.0,RealGDP,-3.40459,,,0.569,3.595,1.33,1.4800000000000002,1.385,0.138,0.5133333333333333,4.639666666666666,2.380333333333333
2017,2020,0.3354056437389771,RealGDP,-3.40459,0.9,0.84,0.569,3.595,1.33,1.4800000000000002,1.385,0.138,0.5133333333333333,4.639666666666666,2.380333333333333
2017,2020,0.2792508771929828,RealGDP,-3.40459,2.18,0.9176,0.569,3.595,1.33,1.4800000000000002,1.385,0.138,0.5133333333333333,4.639666666666666,2.380333333333333
2017,2020,0.3007236842105265,RealGDP,-3.40459,,,0.569,3.595,1.33,1.4800000000000002,1.385,0.138,0.5133333333333333,4.639666666666666,2.380333333333333
2017,2020,0.3061271676300577,RealGDP,-3.40459,2.13,2.0131,0.569,3.595,1.33,1.4800000000000002,1.385,0.138,0.5133333333333333,4.639666666666666,2.380333333333333
2017,2020,0.2569554924242421,RealGDP,-3.40459,2.99,1.4299,0.569,3.595,1.33,1.4800000000000002,1.385,0.138,0.5133333333333333,4.639666666666666,2.380333333333333
2017,2020,0.2561120000000005,RealGDP,-3.40459,2.04,2.2284,0.569,3.595,1.33,1.4800000000000002,1.385,0.138,0.5133333333333333,4.639666666666666,2.380333333333333
2017,2020,0.3756698564593302,RealGDP,-3.40459,,,0.569,3.595,1.33,1.4800000000000002,1.385,0.138,0.5133333333333333,4.639666666666666,2.380333333333333
2017,2020,0.3082750582750584,RealGDP,-3.40459,2.0,0.65,0.569,3.595,1.33,1.4800000000000002,1.385,0.138,0.5133333333333333,4.639666666666666,2.380333333333333
2017,2020,0.3849514563106793,RealGDP,-3.40459,1.0,1.25,0.569,3.595,1.33,1.4800000000000002,1.385,0.138,0.5133333333333333,4.639666666666666,2.380333333333333
2017,2020,0.2761052631578947,RealGDP,-3.40459,1.55,1.4475,0.569,3.595,1.33,1.4800000000000002,1.385,0.138,0.5133333333333333,4.639666666666666,2.380333333333333
2017,2020,0.3344463087248323,RealGDP,-3.40459,2.3,0.86,0.569,3.595,1.33,1.4800000000000002,1.385,0.138,0.5133333333333333,4.639666666666666,2.380333333333333
2017,2020,0.374479905437352,RealGDP,-3.40459,1.8,0.61,0.569,3.595,1.33,1.4800000000000002,1.385,0.138,0.5133333333333333,4.639666666666666,2.380333333333333
2017,2020,0.3950450450450448,RealGDP,-3.40459,,,0.569,3.595,1.33,1.4800000000000002,1.385,0.138,0.5133333333333333,4.639666666666666,2.380333333333333
2017,2020,0.3437873134328353,RealGDP,-3.40459,2.7,0.36,0.569,3.595,1.33,1.4800000000000002,1.385,0.138,0.5133333333333333,4.639666666666666,2.380333333333333
2017,2020,0.3330114942528737,RealGDP,-3.40459,,,0.569,3.595,1.33,1.4800000000000002,1.385,0.138,0.5133333333333333,4.639666666666666,2.380333333333333
2017,2020,0.361911196911197,RealGDP,-3.40459,3.0,0.25,0.569,3.595,1.33,1.4800000000000002,1.385,0.138,0.5133333333333333,4.639666666666666,2.380333333333333
2017,2020,0.436821345707657,RealGDP,-3.40459,,,0.569,3.595,1.33,1.4800000000000002,1.385,0.138,0.5133333333333333,4.639666666666666,2.380333333333333
2017,2020,0.3351240458015263,RealGDP,-3.40459,1.9,0.64,0.569,3.595,1.33,1.4800000000000002,1.385,0.138,0.5133333333333333,4.639666666666666,2.380333333333333
2017,2020,0.3188259668508286,RealGDP,-3.40459,,,0.569,3.595,1.33,1.4800000000000002,1.385,0.138,0.5133333333333333,4.639666666666666,2.380333333333333
2017,2020,0.3341147613636364,RealGDP,-3.40459,2.07,1.9251,0.569,3.595,1.33,1.4800000000000002,1.385,0.138,0.5133333333333333,4.639666666666666,2.380333333333333
2017,2020,0.2784565916398713,RealGDP,-3.40459,1.93,2.6851,0.569,3.595,1.33,1.4800000000000002,1.385,0.138,0.5133333333333333,4.639666666666666,2.380333333333333
2017,2020,0.2815784017278614,RealGDP,-3.40459,2.6652,2.832309,0.569,3.595,1.33,1.4800000000000002,1.385,0.138,0.5133333333333333,4.639666666666666,2.380333333333333
2017,2020,0.2769704433497535,RealGDP,-3.40459,1.45,2.4475,0.569,3.595,1.33,1.4800000000000002,1.385,0.138,0.5133333333333333,4.639666666666666,2.380333333333333
2017,2020,0.3,RealGDP,-3.40459,,,0.569,3.595,1.33,1.4800000000000002,1.385,0.138,0.5133333333333333,4.639666666666666,2.380333333333333
2017,2020,0.2745200369318181,RealGDP,-3.40459,1.73,2.9171,0.569,3.595,1.33,1.4800000000000002,1.385,0.138,0.5133333333333333,4.639666666666666,2.380333333333333
2017,2020,0.3201466275659826,RealGDP,-3.40459,1.78,5.2616,0.569,3.595,1.33,1.4800000000000002,1.385,0.138,0.5133333333333333,4.639666666666666,2.380333333333333
2017,2020,0.2734027777777779,RealGDP,-3.40459,,,0.569,3.595,1.33,1.4800000000000002,1.385,0.138,0.5133333333333333,4.639666666666666,2.380333333333333
2017,2020,0.3241727272727273,RealGDP,-3.40459,2.215,1.043775,0.569,3.595,1.33,1.4800000000000002,1.385,0.138,0.5133333333333333,4.639666666666666,2.380333333333333
2017,2020,0.4373390557939912,RealGDP,-3.40459,,,0.569,3.595,1.33,1.4800000000000002,1.385,0.138,0.5133333333333333,4.639666666666666,2.380333333333333
2017,2020,0.3525462962962959,RealGDP,-3.40459,,,0.569,3.595,1.33,1.4800000000000002,1.385,0.138,0.5133333333333333,4.639666666666666,2.380333333333333
2017,2020,0.5684615384615386,RealGDP,-3.40459,,,0.569,3.595,1.33,1.4800000000000002,1.385,0.138,0.5133333333333333,4.639666666666666,2.380333333333333
2017,2020,0.2525719424460433,Unemployment,8.108333,,,0.569,3.595,1.33,1.4800000000000002,1.385,0.138,0.5133333333333333,4.639666666666666,2.380333333333333
2017,2020,0.2885822147651005,Unemployment,8.108333,5.5625,0.6679688,0.569,3.595,1.33,1.4800000000000002,1.385,0.138,0.5133333333333333,4.639666666666666,2.380333333333333
2017,2020,0.2572015915119365,Unemployment,8.108333,,,0.569,3.595,1.33,1.4800000000000002,1.385,0.138,0.5133333333333333,4.639666666666666,2.380333333333333
2017,2020,0.3181024096385542,Unemployment,8.108333,,,0.569,3.595,1.33,1.4800000000000002,1.385,0.138,0.5133333333333333,4.639666666666666,2.380333333333333
2017,2020,0.2597923875432527,Unemployment,8.108333,4.9875,0.3967188,0.569,3.595,1.33,1.4800000000000002,1.385,0.138,0.5133333333333333,4.639666666666666,2.380333333333333
2017,2020,0.0,Unemployment,8.108333,,,0.569,3.595,1.33,1.4800000000000002,1.385,0.138,0.5133333333333333,4.639666666666666,2.380333333333333
2017,2020,0.3354056437389771,Unemployment,8.108333,4.675,0.131875,0.569,3.595,1.33,1.4800000000000002,1.385,0.138,0.5133333333333333,4.639666666666666,2.380333333333333
2017,2020,0.2792508771929828,Unemployment,8.108333,5.015,0.371025,0.569,3.595,1.33,1.4800000000000002,1.385,0.138,0.5133333333333333,4.639666666666666,2.380333333333333
2017,2020,0.3007236842105265,Unemployment,8.108333,,,0.569,3.595,1.33,1.4800000000000002,1.385,0.138,0.5133333333333333,4.639666666666666,2.380333333333333
2017,2020,0.3061271676300577,Unemployment,8.108333,4.6875,0.7904688,0.569,3.595,1.33,1.4800000000000002,1.385,0.138,0.5133333333333333,4.639666666666666,2.380333333333333
2017,2020,0.2569554924242421,Unemployment,8.108333,,,0.569,3.595,1.33,1.4800000000000002,1.385,0.138,0.5133333333333333,4.639666666666666,2.380333333333333
2017,2020,0.2561120000000005,Unemployment,8.108333,4.5575,0.3323187,0.569,3.595,1.33,1.4800000000000002,1.385,0.138,0.5133333333333333,4.639666666666666,2.380333333333333
2017,2020,0.3756698564593302,Unemployment,8.108333,,,0.569,3.595,1.33,1.4800000000000002,1.385,0.138,0.5133333333333333,4.639666666666666,2.380333333333333
2017,2020,0.3082750582750584,Unemployment,8.108333,5.7,0.1725,0.569,3.595,1.33,1.4800000000000002,1.385,0.138,0.5133333333333333,4.639666666666666,2.380333333333333
2017,2020,0.3849514563106793,Unemployment,8.108333,4.0,0.25,0.569,3.595,1.33,1.4800000000000002,1.385,0.138,0.5133333333333333,4.639666666666666,2.380333333333333
2017,2020,0.2761052631578947,Unemployment,8.108333,4.8125,0.2554688,0.569,3.595,1.33,1.4800000000000002,1.385,0.138,0.5133333333333333,4.639666666666666,2.380333333333333
2017,2020,0.3344463087248323,Unemployment,8.108333,5.075,0.281875,0.569,3.595,1.33,1.4800000000000002,1.385,0.138,0.5133333333333333,4.639666666666666,2.380333333333333
2017,2020,0.374479905437352,Unemployment,8.108333,4.925,0.200625,0.569,3.595,1.33,1.4800000000000002,1.385,0.138,0.5133333333333333,4.639666666666666,2.380333333333333
2017,2020,0.3950450450450448,Unemployment,8.108333,,,0.569,3.595,1.33,1.4800000000000002,1.385,0.138,0.5133333333333333,4.639666666666666,2.380333333333333
2017,2020,0.3437873134328353,Unemployment,8.108333,4.0375,0.3142187,0.569,3.595,1.33,1.4800000000000002,1.385,0.138,0.5133333333333333,4.639666666666666,2.380333333333333
2017,2020,0.3330114942528737,Unemployment,8.108333,,,0.569,3.595,1.33,1.4800000000000002,1.385,0.138,0.5133333333333333,4.639666666666666,2.380333333333333
2017,2020,0.361911196911197,Unemployment,8.108333,4.3,0.5725,0.569,3.595,1.33,1.4800000000000002,1.385,0.138,0.5133333333333333,4.639666666666666,2.380333333333333
2017,2020,0.436821345707657,Unemployment,8.108333,,,0.569,3.595,1.33,1.4800000000000002,1.385,0.138,0.5133333333333333,4.639666666666666,2.380333333333333
2017,2020,0.3351240458015263,Unemployment,8.108333,4.6375,0.1717188,0.569,3.595,1.33,1.4800000000000002,1.385,0.138,0.5133333333333333,4.639666666666666,2.380333333333333
2017,2020,0.3188259668508286,Unemployment,8.108333,5.3625,0.9498437,0.569,3.595,1.33,1.4800000000000002,1.385,0.138,0.5133333333333333,4.639666666666666,2.380333333333333
2017,2020,0.3341147613636364,Unemployment,8.108333,4.6625,0.5954688,0.569,3.595,1.33,1.4800000000000002,1.385,0.138,0.5133333333333333,4.639666666666666,2.380333333333333
2017,2020,0.2784565916398713,Unemployment,8.108333,4.4,0.93375,0.569,3.595,1.33,1.4800000000000002,1.385,0.138,0.5133333333333333,4.639666666666666,2.380333333333333
2017,2020,0.2815784017278614,Unemployment,8.108333,6.0753,0.9834549,0.569,3.595,1.33,1.4800000000000002,1.385,0.138,0.5133333333333333,4.639666666666666,2.380333333333333
2017,2020,0.2769704433497535,Unemployment,8.108333,5.15,0.75875,0.569,3.595,1.33,1.4800000000000002,1.385,0.138,0.5133333333333333,4.639666666666666,2.380333333333333
2017,2020,0.3,Unemployment,8.108333,,,0.569,3.595,1.33,1.4800000000000002,1.385,0.138,0.5133333333333333,4.639666666666666,2.380333333333333
2017,2020,0.2745200369318181,Unemployment,8.108333,4.8,0.84125,0.569,3.595,1.33,1.4800000000000002,1.385,0.138,0.5133333333333333,4.639666666666666,2.380333333333333
2017,2020,0.3201466275659826,Unemployment,8.108333,5.0775,0.6433688,0.569,3.595,1.33,1.4800000000000002,1.385,0.138,0.5133333333333333,4.639666666666666,2.380333333333333
2017,2020,0.2734027777777779,Unemployment,8.108333,,,0.569,3.595,1.33,1.4800000000000002,1.385,0.138,0.5133333333333333,4.639666666666666,2.380333333333333
