Series ID,Year,Period,Label,Value
APU0000702111,1980,M01,1980 Jan,0.501
APU0000702111,1980,M02,1980 Feb,0.507
APU0000702111,1980,M03,1980 Mar,0.502
APU0000702111,1980,M04,1980 Apr,0.507
APU0000702111,1980,M05,1980 May,0.504
APU0000702111,1980,M06,1980 Jun,0.503
APU0000702111,1980,M07,1980 Jul,0.511
APU0000702111,1980,M08,1980 Aug,0.507
APU0000702111,1980,M09,1980 Sep,0.511
APU0000702111,1980,M10,1980 Oct,0.514
APU0000702111,1980,M11,1980 Nov,0.519
APU0000702111,1980,M12,1980 Dec,0.519
APU0000702111,1981,M01,1981 Jan,0.531
APU0000702111,1981,M02,1981 Feb,0.533
APU0000702111,1981,M03,1981 Mar,0.538
APU0000702111,1981,M04,1981 Apr,0.519
APU0000702111,1981,M05,1981 May,0.525
APU0000702111,1981,M06,1981 Jun,0.523
APU0000702111,1981,M07,1981 Jul,0.521
APU0000702111,1981,M08,1981 Aug,0.519
APU0000702111,1981,M09,1981 Sep,0.524
APU0000702111,1981,M10,1981 Oct,0.521
APU0000702111,1981,M11,1981 Nov,0.527
APU0000702111,1981,M12,1981 Dec,0.521
APU0000702111,1982,M01,1982 Jan,0.537
APU0000702111,1982,M02,1982 Feb,0.534
APU0000702111,1982,M03,1982 Mar,0.526
APU0000702111,1982,M04,1982 Apr,0.526
APU0000702111,1982,M05,1982 May,0.529
APU0000702111,1982,M06,1982 Jun,0.525
APU0000702111,1982,M07,1982 Jul,0.534
APU0000702111,1982,M08,1982 Aug,0.534
APU0000702111,1982,M09,1982 Sep,0.536
APU0000702111,1982,M10,1982 Oct,0.534
APU0000702111,1982,M11,1982 Nov,0.534
APU0000702111,1982,M12,1982 Dec,0.537
APU0000702111,1983,M01,1983 Jan,0.541
APU0000702111,1983,M02,1983 Feb,0.544
APU0000702111,1983,M03,1983 Mar,0.544
APU0000702111,1983,M04,1983 Apr,0.538
APU0000702111,1983,M05,1983 May,0.542
APU0000702111,1983,M06,1983 Jun,0.542
APU0000702111,1983,M07,1983 Jul,0.544
APU0000702111,1983,M08,1983 Aug,0.539
APU0000702111,1983,M09,1983 Sep,0.536
APU0000702111,1983,M10,1983 Oct,0.535
APU0000702111,1983,M11,1983 Nov,0.547
APU0000702111,1983,M12,1983 Dec,0.547
APU0000702111,1984,M01,1984 Jan,0.543
APU0000702111,1984,M02,1984 Feb,0.541
APU0000702111,1984,M03,1984 Mar,0.542
APU0000702111,1984,M04,1984 Apr,0.536
APU0000702111,1984,M05,1984 May,0.541
APU0000702111,1984,M06,1984 Jun,0.542
APU0000702111,1984,M07,1984 Jul,0.541
APU0000702111,1984,M08,1984 Aug,0.543
APU0000702111,1984,M09,1984 Sep,0.539
APU0000702111,1984,M10,1984 Oct,0.540
APU0000702111,1984,M11,1984 Nov,0.543
APU0000702111,1984,M12,1984 Dec,0.544
APU0000702111,1985,M01,1985 Jan,0.551
APU0000702111,1985,M02,1985 Feb,0.544
APU0000702111,1985,M03,1985 Mar,0.544
APU0000702111,1985,M04,1985 Apr,0.544
APU0000702111,1985,M05,1985 May,0.542
APU0000702111,1985,M06,1985 Jun,0.546
APU0000702111,1985,M07,1985 Jul,0.556
APU0000702111,1985,M08,1985 Aug,0.553
APU0000702111,1985,M09,1985 Sep,0.561
APU0000702111,1985,M10,1985 Oct,0.566
APU0000702111,1985,M11,1985 Nov,0.564
APU0000702111,1985,M12,1985 Dec,0.568
APU0000702111,1986,M01,1986 Jan,0.566
APU0000702111,1986,M02,1986 Feb,0.563
APU0000702111,1986,M03,1986 Mar,0.560
APU0000702111,1986,M04,1986 Apr,0.561
APU0000702111,1986,M05,1986 May,0.562
APU0000702111,1986,M06,1986 Jun,0.569
APU0000702111,1986,M07,1986 Jul,0.564
APU0000702111,1986,M08,1986 Aug,0.570
APU0000702111,1986,M09,1986 Sep,0.566
APU0000702111,1986,M10,1986 Oct,0.565
